date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:40:44	50744/50744	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Feb%202023%2007:30:46%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&h=420&ixlib=php-3.3.1&s=c49b305f32e1e971696b9852e3971c6b	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social1fe9.jpg	(from https://www.classcentral.com/)
08:40:45	5751/5751	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Feb%202023%2023:39:05%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=dbef6e5a11e80f652ab6a5ce5eb593b8	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-coursesd038.png	(from https://www.classcentral.com/)
08:40:45	496001/496001	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Feb%202023%2021:07:24%20GMT	https://www.classcentral.com/report/coursera-free-online-courses/	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/report/coursera-free-online-courses/index.html	(from https://www.classcentral.com/)
08:40:46	6083/6083	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Feb%202023%2012:54:10%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=f880669c2a69683d851d6be4ee71652e	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificates7462.png	(from https://www.classcentral.com/)
08:40:46	96645/96645	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Feb%202023%2018:21:57%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&h=420&ixlib=php-3.3.1&s=9044610de77ddba19697f770dd2531c7	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-courses08e8.png	(from https://www.classcentral.com/)
08:40:48	6773/6773	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Feb%202023%2009:24:03%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-google-certs.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d0859ee6dce9cd586fcc06d2e5d34ec	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-google-certsa0be.png	(from https://www.classcentral.com/)
08:40:48	93874/93874	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Feb%202023%2007:30:49%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&h=420&ixlib=php-3.3.1&s=bc50a602c38dbf30802649312c6a4474	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificatesbc95.png	(from https://www.classcentral.com/)
08:40:49	402128/402128	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Feb%202023%2021:04:35%20GMT	https://www.classcentral.com/report/free-certificates/	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/report/free-certificates/index.html	(from https://www.classcentral.com/)
08:40:49	29596/29596	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Feb%202023%2007:30:50%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-google-certs.png?auto=format&h=420&ixlib=php-3.3.1&s=ac4c48d612e7961d7335e87451e52ac4	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-google-certsc6f1.png	(from https://www.classcentral.com/)
08:40:50	178852/178852	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Feb%202023%2021:04:36%20GMT	https://www.classcentral.com/report/free-google-certifications/	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/report/free-google-certifications/index.html	(from https://www.classcentral.com/)
08:40:51	374/374	---MC-	302	error ('Found')	text/html	date:Thu,%2016%20Feb%202023%2005:40:51%20GMT	https://www.classcentral.com/new-online-courses	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/new-online-courses	(from https://www.classcentral.com/)
08:40:52	849337/849337	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2005:40:50%20GMT	https://www.classcentral.com/starting-this-month	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/starting-this-month.html	(from https://www.classcentral.com/)
08:40:53	498/498	---MC-	302	error ('Found')	text/html	date:Thu,%2016%20Feb%202023%2005:40:53%20GMT	https://www.classcentral.com/most-popular-courses	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/most-popular-courses	(from https://www.classcentral.com/)
08:40:54	781701/781701	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2005:40:53%20GMT	https://www.classcentral.com/new-online-courses/january-2023	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/new-online-courses/january-2023.html	(from https://www.classcentral.com/)
08:40:54	7908/7908	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:40:54%20GMT	https://www.classcentral.com/subject/ai	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/ai	(from https://www.classcentral.com/)
08:40:55	8437/8437	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:40:55%20GMT	https://www.classcentral.com/subject/algorithms-and-data-structures	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/algorithms-and-data-structures.53.delayed	(from https://www.classcentral.com/)
08:40:56	125947/125947	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Feb%202023%2020:20:35%20GMT	https://www.classcentral.com/report/most-popular-february-2023/	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/report/most-popular-february-2023/index.html	(from https://www.classcentral.com/)
08:40:56	8343/8343	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:40:56%20GMT	https://www.classcentral.com/subject/internet-of-things	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/internet-of-things.54.delayed	(from https://www.classcentral.com/)
08:40:58	8346/8346	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:40:58%20GMT	https://www.classcentral.com/subject/computer-networking	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/computer-networking.56.delayed	(from https://www.classcentral.com/)
08:40:59	790492/790492	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2005:40:58%20GMT	https://www.classcentral.com/subject/information-technology	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/information-technology.html	(from https://www.classcentral.com/)
08:40:59	7991/7991	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:40:59%20GMT	https://www.classcentral.com/subject/machine-learning	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/machine-learning	(from https://www.classcentral.com/)
08:41:01	8320/8320	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:01%20GMT	https://www.classcentral.com/subject/deep-learning	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/deep-learning.59.delayed	(from https://www.classcentral.com/)
08:41:02	771681/771681	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2005:41:01%20GMT	https://www.classcentral.com/subject/devops	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/devops.html	(from https://www.classcentral.com/)
08:41:02	7997/7997	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:02%20GMT	https://www.classcentral.com/subject/cryptography	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/cryptography	(from https://www.classcentral.com/)
08:41:03	8357/8357	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:03%20GMT	https://www.classcentral.com/subject/quantum-computing	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/quantum-computing.5b.delayed	(from https://www.classcentral.com/)
08:41:04	8235/8235	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:04%20GMT	https://www.classcentral.com/subject/hci	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/hci.5c.delayed	(from https://www.classcentral.com/)
08:41:05	8367/8367	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:05%20GMT	https://www.classcentral.com/subject/distributed-systems	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/distributed-systems.5d.delayed	(from https://www.classcentral.com/)
08:41:06	8285/8285	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:06%20GMT	https://www.classcentral.com/subject/blockchain	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/blockchain.5e.delayed	(from https://www.classcentral.com/)
08:41:08	8357/8357	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:08%20GMT	https://www.classcentral.com/subject/computer-graphics	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/computer-graphics.60.delayed	(from https://www.classcentral.com/)
08:41:09	741299/741299	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2005:41:08%20GMT	https://www.classcentral.com/subject/operating-systems	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/operating-systems.html	(from https://www.classcentral.com/)
08:41:09	8060/8060	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:09%20GMT	https://www.classcentral.com/subject/nutrition-and-wellness	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/nutrition-and-wellness	(from https://www.classcentral.com/)
08:41:10	8377/8377	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:10%20GMT	https://www.classcentral.com/subject/disease-and-disorders	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/disease-and-disorders.62.delayed	(from https://www.classcentral.com/)
08:41:11	8341/8341	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:11%20GMT	https://www.classcentral.com/subject/public-health	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/public-health.63.delayed	(from https://www.classcentral.com/)
08:41:12	8310/8310	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:12%20GMT	https://www.classcentral.com/subject/health-care	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/health-care.64.delayed	(from https://www.classcentral.com/)
08:41:13	8272/8272	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:13%20GMT	https://www.classcentral.com/subject/nursing	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/nursing.65.delayed	(from https://www.classcentral.com/)
08:41:14	8272/8272	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:14%20GMT	https://www.classcentral.com/subject/anatomy	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/anatomy.66.delayed	(from https://www.classcentral.com/)
08:41:15	8364/8364	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:15%20GMT	https://www.classcentral.com/subject/veterinary-science	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/veterinary-science.67.delayed	(from https://www.classcentral.com/)
08:41:16	8235/8235	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:16%20GMT	https://www.classcentral.com/subject/cme	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/cme.68.delayed	(from https://www.classcentral.com/)
08:41:17	8307/8307	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:17%20GMT	https://www.classcentral.com/subject/statistics	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/statistics.69.delayed	(from https://www.classcentral.com/)
08:41:18	8417/8417	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:18%20GMT	https://www.classcentral.com/subject/foundations-of-mathematics	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/foundations-of-mathematics.6a.delayed	(from https://www.classcentral.com/)
08:41:19	8275/8275	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:19%20GMT	https://www.classcentral.com/subject/calculus	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/calculus.6b.delayed	(from https://www.classcentral.com/)
08:41:21	8295/8295	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:21%20GMT	https://www.classcentral.com/subject/trigonometry	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/trigonometry.6d.delayed	(from https://www.classcentral.com/)
08:41:22	743817/743817	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2005:41:21%20GMT	https://www.classcentral.com/subject/discrete-mathematics	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/discrete-mathematics.html	(from https://www.classcentral.com/)
08:41:23	8297/8297	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:22%20GMT	https://www.classcentral.com/subject/geometry	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/geometry.6e.delayed	(from https://www.classcentral.com/)
08:41:23	7931/7931	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:22%20GMT	https://www.classcentral.com/subject/algebra	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/algebra	(from https://www.classcentral.com/)
08:41:24	8288/8288	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:24%20GMT	https://www.classcentral.com/subject/precalculus	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/precalculus.70.delayed	(from https://www.classcentral.com/)
08:41:25	8319/8319	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:25%20GMT	https://www.classcentral.com/subject/number-theory	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/number-theory.71.delayed	(from https://www.classcentral.com/)
08:41:26	8298/8298	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:26%20GMT	https://www.classcentral.com/subject/combinatorics	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/combinatorics.72.delayed	(from https://www.classcentral.com/)
08:41:27	8364/8364	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:27%20GMT	https://www.classcentral.com/subject/mathematical-logic	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/mathematical-logic.73.delayed	(from https://www.classcentral.com/)
08:41:28	8343/8343	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:28%20GMT	https://www.classcentral.com/subject/linear-programming	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/linear-programming.74.delayed	(from https://www.classcentral.com/)
08:41:29	8393/8393	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:29%20GMT	https://www.classcentral.com/subject/management-and-leadership	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/management-and-leadership.75.delayed	(from https://www.classcentral.com/)
08:41:31	8354/8354	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:31%20GMT	https://www.classcentral.com/subject/entrepreneurship	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/entrepreneurship.77.delayed	(from https://www.classcentral.com/)
08:41:32	804069/804069	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2005:41:31%20GMT	https://www.classcentral.com/subject/finance	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/finance.html	(from https://www.classcentral.com/)
08:41:32	7962/7962	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:32%20GMT	https://www.classcentral.com/subject/marketing	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/marketing	(from https://www.classcentral.com/)
08:41:33	8370/8370	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:33%20GMT	https://www.classcentral.com/subject/strategic-management	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/strategic-management.79.delayed	(from https://www.classcentral.com/)
08:41:34	8357/8357	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:34%20GMT	https://www.classcentral.com/subject/industry-specific	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/industry-specific.7a.delayed	(from https://www.classcentral.com/)
08:41:35	8356/8356	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:35%20GMT	https://www.classcentral.com/subject/business-intelligence	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/business-intelligence.7b.delayed	(from https://www.classcentral.com/)
08:41:36	8285/8285	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:36%20GMT	https://www.classcentral.com/subject/accounting	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/accounting.7c.delayed	(from https://www.classcentral.com/)
08:41:37	8330/8330	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:37%20GMT	https://www.classcentral.com/subject/human-resources	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/human-resources.7d.delayed	(from https://www.classcentral.com/)
08:41:38	8343/8343	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:38%20GMT	https://www.classcentral.com/subject/project-management	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/project-management.7e.delayed	(from https://www.classcentral.com/)
08:41:39	8262/8262	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:39%20GMT	https://www.classcentral.com/subject/sales	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/sales.7f.delayed	(from https://www.classcentral.com/)
08:41:41	8357/8357	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:41%20GMT	https://www.classcentral.com/subject/business-software	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/business-software.81.delayed	(from https://www.classcentral.com/)
08:41:42	764192/764192	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2005:41:41%20GMT	https://www.classcentral.com/subject/design-thinking	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/design-thinking.html	(from https://www.classcentral.com/)
08:41:43	8351/8351	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:42%20GMT	https://www.classcentral.com/subject/risk-management	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/risk-management.82.delayed	(from https://www.classcentral.com/)
08:41:43	7915/7915	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:42%20GMT	https://www.classcentral.com/subject/csr	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/csr	(from https://www.classcentral.com/)
08:41:44	8333/8333	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:44%20GMT	https://www.classcentral.com/subject/customer-service	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/customer-service.84.delayed	(from https://www.classcentral.com/)
08:41:45	8282/8282	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:45%20GMT	https://www.classcentral.com/subject/nonprofit	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/nonprofit.85.delayed	(from https://www.classcentral.com/)
08:41:46	8285/8285	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:46%20GMT	https://www.classcentral.com/subject/innovation	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/innovation.86.delayed	(from https://www.classcentral.com/)
08:41:48	8294/8294	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:48%20GMT	https://www.classcentral.com/subject/history	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/history.88.delayed	(from https://www.classcentral.com/)
08:41:49	746605/746605	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2005:41:48%20GMT	https://www.classcentral.com/subject/operations-management	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/operations-management.html	(from https://www.classcentral.com/)
08:41:49	7987/7987	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:49%20GMT	https://www.classcentral.com/subject/literature	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/literature	(from https://www.classcentral.com/)
08:41:50	8357/8357	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:50%20GMT	https://www.classcentral.com/subject/language-learning	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/language-learning.8a.delayed	(from https://www.classcentral.com/)
08:41:51	8330/8330	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:51%20GMT	https://www.classcentral.com/subject/grammar-writing	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/grammar-writing.8b.delayed	(from https://www.classcentral.com/)
08:41:52	8307/8307	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:52%20GMT	https://www.classcentral.com/subject/philosophy	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/philosophy.8c.delayed	(from https://www.classcentral.com/)
08:41:53	8297/8297	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:53%20GMT	https://www.classcentral.com/subject/religion	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/religion.8d.delayed	(from https://www.classcentral.com/)
08:41:55	8272/8272	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:55%20GMT	https://www.classcentral.com/subject/culture	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/culture.8f.delayed	(from https://www.classcentral.com/)
08:41:56	794590/794590	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2005:41:55%20GMT	https://www.classcentral.com/subject/esl	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/esl.html	(from https://www.classcentral.com/)
08:41:58	7944/7944	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:58%20GMT	https://www.classcentral.com/subject/journalism	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/journalism	(from https://www.classcentral.com/)
08:41:59	760146/760146	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2005:41:57%20GMT	https://www.classcentral.com/subject/sports	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/sports.html	(from https://www.classcentral.com/)
08:41:59	7928/7928	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:41:59%20GMT	https://www.classcentral.com/subject/ethics	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/ethics	(from https://www.classcentral.com/)
08:42:01	8259/8259	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:42:01%20GMT	https://www.classcentral.com/subject/food	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/food.94.delayed	(from https://www.classcentral.com/)
08:42:02	757669/757669	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Feb%202023%2005:42:01%20GMT	https://www.classcentral.com/subject/linguistics	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/linguistics.html	(from https://www.classcentral.com/)
08:42:02	8010/8010	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:42:02%20GMT	https://www.classcentral.com/subject/library-science	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/library-science	(from https://www.classcentral.com/)
08:42:03	8294/8294	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:42:03%20GMT	https://www.classcentral.com/subject/reading	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/reading.96.delayed	(from https://www.classcentral.com/)
08:42:04	8336/8336	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2016%20Feb%202023%2005:42:04%20GMT	https://www.classcentral.com/subject/crisis-management	/mnt/d/repos/playfield2/codingallstars/websites/codingallstars/www.classcentral.com/subject/crisis-management.97.delayed	(from https://www.classcentral.com/)
